query_line,query_chunk_id,query_text,reference_verse,reference_text,similarity
533,28,"Not a dollar, not a dime of its millions were loaned by me, or with my approval. The fact is, and all investigation shows it, that I was married to a corpse. The fine building, with its marble counter",Ecclesiastes 6:2,"A man to whom God hath given riches, wealth, and honour, so that he wanteth nothing for his soul of all that he desireth, yet God giveth him not power to eat thereof, but a stranger eateth it: this is",0.71378624
803,41,"But with the negotiations in the hands of Rear-Admiral Gherardi a decision must be reached shortly. Admiral Gherardi is sent to resuscitate the negotiations. Admiral Gherardi will succeed eventually.""",Judges 9:38,"Then said Zebul unto him, Where is now thy mouth, wherewith thou saidst, Who is Abimelech, that we should serve him? is not this the people that thou hast despised? go out, I pray now, and fight with ",0.7134298
744,39,"He was the son of Rev. Lant Carpenter, who for a long time was an honored pastor in Bristol. He was also the brother of Philip and Mary Carpenter, and one of a family distinguished for every moral and",Romans 16:19,"For your obedience is come abroad unto all men. I am glad therefore on your behalf: but yet I would have you wise unto that which is good, and simple concerning evil.",0.7133953
803,41,"But with the negotiations in the hands of Rear-Admiral Gherardi a decision must be reached shortly. Admiral Gherardi is sent to resuscitate the negotiations. Admiral Gherardi will succeed eventually.""",1 Kings 9:16,"To morrow about this time I will send thee a man out of the land of Benjamin, and thou shalt anoint him to be captain over my people Israel, that he may save my people out of the hand of the Philistin",0.7132388
803,41,"But with the negotiations in the hands of Rear-Admiral Gherardi a decision must be reached shortly. Admiral Gherardi is sent to resuscitate the negotiations. Admiral Gherardi will succeed eventually.""",1 Kings 5:9,"My servants shall bring them down from Lebanon unto the sea: and I will convey them by sea in floats unto the place that thou shalt appoint me, and will cause them to be discharged there, and thou sha",0.7130034
317,20,"My old and dear friend J. N. Buffum made a point against the company that they ""often allowed dogs and monkeys to ride in first-class cars, and yet excluded a man like Frederick Douglass!"" In a very f",Leviticus 19:19,Ye shall keep my statutes. Thou shalt not let thy cattle gender with a diverse kind: thou shalt not sow thy field with mingled seed: neither shall a garment mingled of linen and woollen come upon thee,0.7125746
22,3,"I can therefore fondly and proudly ascribe to her an earnest love of knowledge. That in any slave State a field-hand should learn to read is remarkable, but the achievement of my mother, considering t",Song of Solomon 6:9,"My dove, my undefiled is but one; she is the only one of her mother, she is the choice one of her that bare her. The daughters saw her, and blessed her; yea, the queens and the concubines, and they pr",0.71212393
639,30,"Though his folly may be less apparent, it is just as real when one-half of the moral and intellectual power of the world is excluded from any voice or vote in civil government. In this denial of the r",Isaiah 29:8,"It shall even be as when an hungry man dreameth, and, behold, he eateth; but he awaketh, and his soul is empty: or as when a thirsty man dreameth, and, behold, he drinketh; but he awaketh, and, behold",0.7115456
533,28,"Not a dollar, not a dime of its millions were loaned by me, or with my approval. The fact is, and all investigation shows it, that I was married to a corpse. The fine building, with its marble counter",Luke 19:23,"Wherefore then gavest not thou my money into the bank, that at my coming I might",0.71007603
674,35,"A half a million indeed! The fact is, I never was worth one-fifth of that sum and never expect to be. The offices held by me during the eleven years of my official life never brought me over three tho",Ecclesiastes 1:3,What profit hath a man of all his labour which he taketh under the,0.7095113
187,15,"There is a better day coming.""
I shall never be able to narrate half the mental experience through which it was my lot to pass, during my stay at Covey's. I was completely wrecked, changed, and bewild",Psalms 84:10,"For a day in thy courts is better than a thousand. I had rather be a doorkeeper in the house of my God, than to dwell in the tents of wickedness.",0.7085872
674,35,"A half a million indeed! The fact is, I never was worth one-fifth of that sum and never expect to be. The offices held by me during the eleven years of my official life never brought me over three tho",Luke 1:73,The oath which he,0.70776147
533,28,"Not a dollar, not a dime of its millions were loaned by me, or with my approval. The fact is, and all investigation shows it, that I was married to a corpse. The fine building, with its marble counter",Jeremiah 40:4,"And now, behold, I loose thee this day from the chains which were upon thine hand. If it seem good unto thee to come with me into Babylon, come; and I will look well unto thee: but if it seem ill unto",0.7071278
639,30,"Though his folly may be less apparent, it is just as real when one-half of the moral and intellectual power of the world is excluded from any voice or vote in civil government. In this denial of the r",John 7:43,So there was a division among the people because of him.,0.7065506
822,42,"It was alleged that, though our government did not authorize Rear-Admiral Gherardi to overthrow Légitime and to set up Hyppolite as President of Haïti, it gave him the wink, and left him to assume the",Isaiah 50:2,"Wherefore, when I came, was there no man? when I called, was there none to answer? Is my hand shortened at all, that it cannot redeem? or have I no power to deliver? behold, at my rebuke I dry up the ",0.7055309
22,3,"I can therefore fondly and proudly ascribe to her an earnest love of knowledge. That in any slave State a field-hand should learn to read is remarkable, but the achievement of my mother, considering t",Jeremiah 32:8,"So Hanameel mine uncle’s son came to me in the court of the prison according to the word of the LORD, and said unto me, Buy my field, I pray thee, that is in Anathoth, which is in the country of Benja",0.7044339
22,3,"I can therefore fondly and proudly ascribe to her an earnest love of knowledge. That in any slave State a field-hand should learn to read is remarkable, but the achievement of my mother, considering t",Ruth 2:19,"And her mother in law said unto her, Where hast thou gleaned to day? and where wroughtest thou? blessed be he that did take knowledge of thee. And she shewed her mother in law with whom she had wrough",0.70322543
639,30,"Though his folly may be less apparent, it is just as real when one-half of the moral and intellectual power of the world is excluded from any voice or vote in civil government. In this denial of the r",Genesis 47:19,"Wherefore shall we die before thine eyes, both we and our land? buy us and our land for bread, and we and our land will be servants unto Pharaoh: and give us seed, that we may live, and not die, that ",0.7028215
533,28,"Not a dollar, not a dime of its millions were loaned by me, or with my approval. The fact is, and all investigation shows it, that I was married to a corpse. The fine building, with its marble counter",Genesis 47:19,"Wherefore shall we die before thine eyes, both we and our land? buy us and our land for bread, and we and our land will be servants unto Pharaoh: and give us seed, that we may live, and not die, that ",0.70195436
822,42,"It was alleged that, though our government did not authorize Rear-Admiral Gherardi to overthrow Légitime and to set up Hyppolite as President of Haïti, it gave him the wink, and left him to assume the",Acts 23:25,And he wrote a letter after this manner,0.6995261
822,42,"It was alleged that, though our government did not authorize Rear-Admiral Gherardi to overthrow Légitime and to set up Hyppolite as President of Haïti, it gave him the wink, and left him to assume the",Malachi 1:6,"A son honoureth his father, and a servant his master: if then I be a father, where is mine honour? and if I be a master, where is my fear? saith the LORD of hosts unto you, O priests, that despise my",0.69823307
822,42,"It was alleged that, though our government did not authorize Rear-Admiral Gherardi to overthrow Légitime and to set up Hyppolite as President of Haïti, it gave him the wink, and left him to assume the",Romans 14:4,"Who art thou that judgest another man’s servant? to his own master he standeth or falleth. Yea, he shall be holden up: for God is able to make him stand.",0.6978805
